id	polarity	polarity_orig	sentence	polex	polex+targets	polex_span	polex+targets_span	target_spans	split
amzn05 09 00	positive	positive	The advisory does not mention Amazon , but the site for the announcement is located where the new center is to be built .	new center is to be built	Amazon , but the site for the announcement is located where the new center is to be built	(17, 22)	(5, 22)	[(5, 5), (16, 18)]	train
amzn05 10 00	positive	positive	Earlier this year , Trammell Crow Company purchased more than 73 acres of land in the Troutdale Reynolds Industrial Park from the Port of Portland for $20 million .	purchased more than 73 acres of land	Trammell Crow Company purchased more than 73 acres of land in the Troutdale Reynolds Industrial Park	(7, 13)	(4, 19)	[(4, 6), (8, 19)]	train
amzn05 10 01	positive	positive	Earlier this year , Trammell Crow Company purchased more than 73 acres of land in the Troutdale Reynolds Industrial Park from the Port of Portland for $20 million .	purchased	Trammell Crow Company purchased more than 73 acres of land in the Troutdale Reynolds Industrial Park from the Port of Portland	(7, 7)	(4, 24)	[(21, 24), (4, 6)]	train
amzn05 11 00	positive	positive	The company will develop the new center for Amazon and sign a long-term lease with the online retailer .	develop	The company will develop the new center for Amazon	(3, 3)	(0, 8)	[(0, 1), (8, 8)]	train
amzn05 11 01	positive	positive	The company will develop the new center for Amazon and sign a long-term lease with the online retailer .	develop the new center	develop the new center for Amazon	(3, 6)	(3, 8)	[(4, 6), (8, 8)]	train
amzn05 11 02	positive	positive	The company will develop the new center for Amazon and sign a long-term lease with the online retailer .	sign a long-term lease	The company will develop the new center for Amazon and sign a long-term lease with the online retailer	(10, 13)	(0, 17)	[(0, 1), (15, 17)]	train
amzn05 13 00	neutral	neutral	According to Mueller , Amazon already employs about 1,000 people in Oregon , most of them in distribution roles , though it also has data center employees in Oregon as well .	employs	Amazon already employs about 1,000 people	(6, 6)	(4, 9)	[(8, 9), (4, 4)]	train
amzn05 13 01	neutral	neutral	According to Mueller , Amazon already employs about 1,000 people in Oregon , most of them in distribution roles , though it also has data center employees in Oregon as well .	has data center employees	Amazon already employs about 1,000 people in Oregon , most of them in distribution roles , though it also has data center employees	(23, 26)	(4, 26)	[(4, 4)]	train
amzn05 14 00	positive	positive	Last November , the Business Journal reported that Amazon had signed a lease for 303,360 - square-feet of industrial space in the Majestic Brookwood Business Park in Hillsboro .	signed a lease	Amazon had signed a lease	(10, 12)	(8, 12)	[(8, 8)]	train
amzn05 15 00	positive	positive	The company had planned to hire close to 1,000 permanent and seasonal workers for that center , which began operating in November .	hire	The company had planned to hire close to 1,000 permanent and seasonal workers	(5, 5)	(0, 12)	[(0, 1), (6, 12)]	train
amzn05 15 01	positive	positive	The company had planned to hire close to 1,000 permanent and seasonal workers for that center , which began operating in November .	began operating	The company had planned to hire close to 1,000 permanent and seasonal workers for that center , which began operating	(18, 19)	(0, 19)	[(0, 1), (14, 15)]	train
amzn06 00 00	positive	positive	Amazon to Buy Whole Foods for $ 13.7 Billion	Buy	Amazon to Buy Whole Foods	(2, 2)	(0, 4)	[(0, 0), (3, 4)]	train
amzn06 01 00	positive	positive	Amazon.com Inc . said on Friday it would buy Whole Foods Market Inc . for $ 13.7 billion , including debt , instantly transforming the online giant into a major player in the bricks-and-mortar retail sector it has spent years upending .	buy	Amazon.com Inc . said on Friday it would buy Whole Foods Market Inc	(8, 8)	(0, 12)	[(9, 12), (0, 2)]	train
amzn06 01 01	positive	positive	Amazon.com Inc . said on Friday it would buy Whole Foods Market Inc . for $ 13.7 billion , including debt , instantly transforming the online giant into a major player in the bricks-and-mortar retail sector it has spent years upending .	transforming the online giant into a major player	transforming the online giant into a major player in the bricks-and-mortar retail sector	(23, 30)	(23, 35)	[(24, 26), (32, 35)]	train
amzn06 02 00	positive	positive	The acquisition , Amazon ’ s largest by far , gives it a network of more than 460 stores that could serve as beachheads for in-store pickup and its distribution network .	acquisition	acquisition , Amazon	(1, 1)	(1, 3)	[(3, 3)]	train
amzn06 02 01	positive	positive	The acquisition , Amazon ’ s largest by far , gives it a network of more than 460 stores that could serve as beachheads for in-store pickup and its distribution network .	gives it a network	Amazon ’ s largest by far , gives it a network of more than 460 stores that could serve as beachheads for in-store pickup and its distribution network	(10, 13)	(3, 30)	[(3, 3), (12, 30)]	train
amzn06 02 02	positive	positive	The acquisition , Amazon ’ s largest by far , gives it a network of more than 460 stores that could serve as beachheads for in-store pickup and its distribution network .	serve as beachheads	serve as beachheads for in-store pickup and its distribution network	(21, 23)	(21, 30)	[(23, 30)]	train
amzn06 02 03	positive	positive	The acquisition , Amazon ’ s largest by far , gives it a network of more than 460 stores that could serve as beachheads for in-store pickup and its distribution network .	largest	acquisition , Amazon ’ s largest	(6, 6)	(1, 6)	[(1, 1), (3, 3)]	train
amzn06 03 00	positive	positive	It would make Amazon an overnight heavyweight in the all-important grocery business , a major spending segment in which it has struggled to gain a foothold because consumers still largely prefer to shop for food in stores .	heavyweight	Amazon an overnight heavyweight in the all-important grocery business	(6, 6)	(3, 11)	[(8, 11), (3, 3)]	train
amzn06 03 01	negative	negative	It would make Amazon an overnight heavyweight in the all-important grocery business , a major spending segment in which it has struggled to gain a foothold because consumers still largely prefer to shop for food in stores .	struggled to gain a foothold	Amazon an overnight heavyweight in the all-important grocery business , a major spending segment in which it has struggled to gain a foothold	(21, 25)	(3, 25)	[(8, 11), (3, 3)]	train
amzn06 03 02	neutral	neutral	It would make Amazon an overnight heavyweight in the all-important grocery business , a major spending segment in which it has struggled to gain a foothold because consumers still largely prefer to shop for food in stores .	still largely prefer to shop	still largely prefer to shop for food in stores	(28, 32)	(28, 36)	[(36, 36), (34, 36)]	train
amzn06 04 00	neutral	neutral	In its drive to conquer consumer spending , Amazon has ventured far from its roots as an online book seller .	conquer consumer spending	conquer consumer spending	(4, 6)	(4, 6)	[]	train
amzn06 05 00	positive	positive	It is developing its own delivery network , and has become a significant video content creator and cloud data service provider .	developing	developing its own delivery network	(2, 2)	(2, 6)	[(3, 6)]	train
amzn06 05 01	positive	positive	It is developing its own delivery network , and has become a significant video content creator and cloud data service provider .	become	become a significant video content creator and cloud data service provider	(10, 10)	(10, 20)	[(17, 20), (11, 15)]	train
amzn06 06 00	positive	positive	Its Whole Foods deal is a blow to other retailers , notably Wal-Mart Stores Inc . , which derives more than half of its sales from groceries and is struggling to compete online .	deal	Whole Foods deal	(3, 3)	(1, 3)	[(1, 2)]	train
amzn06 06 01	neutral	neutral	Its Whole Foods deal is a blow to other retailers , notably Wal-Mart Stores Inc . , which derives more than half of its sales from groceries and is struggling to compete online .	blow	blow to other retailers , notably Wal-Mart Stores Inc . , which derives more than half of its sales from groceries	(6, 6)	(6, 26)	[(26, 26), (8, 15)]	train
amzn06 06 02	neutral	neutral	Its Whole Foods deal is a blow to other retailers , notably Wal-Mart Stores Inc . , which derives more than half of its sales from groceries and is struggling to compete online .	derives more than half of its sales	Wal-Mart Stores Inc . , which derives more than half of its sales from groceries	(18, 24)	(12, 26)	[(12, 15), (26, 26)]	train
amzn06 06 03	negative	negative	Its Whole Foods deal is a blow to other retailers , notably Wal-Mart Stores Inc . , which derives more than half of its sales from groceries and is struggling to compete online .	struggling to compete	Wal-Mart Stores Inc . , which derives more than half of its sales from groceries and is struggling to compete online	(29, 31)	(12, 32)	[(12, 15), (32, 32)]	train
amzn06 06 04	positive	positive	Its Whole Foods deal is a blow to other retailers , notably Wal-Mart Stores Inc . , which derives more than half of its sales from groceries and is struggling to compete online .	blow	blow	(6, 6)	(6, 6)	[]	train
amzn06 06 05	negative	negative	Its Whole Foods deal is a blow to other retailers , notably Wal-Mart Stores Inc . , which derives more than half of its sales from groceries and is struggling to compete online .	blow	blow to other retailers , notably Wal-Mart Stores Inc .	(6, 6)	(6, 15)	[(8, 15)]	train
amzn06 07 00	negative	negative	Traditional grocers such as Kroger Co . and Albertsons Cos . have been battling volatile food prices , lackluster consumer spending and stiffer competition from deep discounters , online merchants and a plethora of other places to purchase food .	battling volatile food prices , lackluster consumer spending and stiffer competition	Traditional grocers such as Kroger Co . and Albertsons Cos . have been battling volatile food prices , lackluster consumer spending and stiffer competition from deep discounters , online merchants and a plethora of other places to purchase food	(13, 23)	(0, 38)	[(25, 38), (0, 10)]	train
amzn06 08 00	negative	negative	Retail stocks including Wal-Mart , Target Corp . and Costco Wholesale Corp . sank . Amazon shares were up more than 2% to $987.71 at the close , near its record high .	Retail stocks including Wal-Mart , Target Corp . and Costco Wholesale Corp . sank	Retail stocks including Wal-Mart , Target Corp . and Costco Wholesale Corp .	(0, 13)	(0, 12)	[(9, 12), (5, 7), (3, 3)]	train
