id	polarity	polarity_all	clause_text	orig_sentence_text	split
aapl04_hai_s16_c01	none	[]	White ' s numbers are accurate or not off by much	So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results .	train
aapl05_hai_s00_c00	none	[]	Did Apple Just ? Make	Did Apple Just Make Best Buy a Better Buy ?	train
aapl05_hai_s00_c01	positive	['positive', 'positive']	Best Buy a Better Buy	Did Apple Just Make Best Buy a Better Buy ?	train
aapl05_hai_s01_c00	positive	['negative', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	Best Buy but is now a go-to place for broken iPhone screens	Best Buy was left for dead in the wake of the move to e-commerce , but it has defied its detractors and is now a go-to place for broken iPhone screens .	train
aapl05_hai_s01_c01	negative	['negative', 'negative', 'negative', 'positive']	Best Buy but was left for dead in the wake of the move to e-commerce	Best Buy was left for dead in the wake of the move to e-commerce , but it has defied its detractors and is now a go-to place for broken iPhone screens .	train
aapl05_hai_s01_c02	positive	['positive', 'positive', 'positive']	Best Buy but has defied its detractors	Best Buy was left for dead in the wake of the move to e-commerce , but it has defied its detractors and is now a go-to place for broken iPhone screens .	train
aapl05_hai_s02_c00	positive	['positive', 'positive']	Things are looking up .	Things are looking up .	train
aapl05_hai_s03_c00	none	[]	iPhone is well known	The ubiquitous nature of the Apple Inc . ' s iPhone is well known , with more than a billion sold worldwide .	train
aapl05_hai_s03_c01	positive	['positive']	more than a billion sold worldwide	The ubiquitous nature of the Apple Inc . ' s iPhone is well known , with more than a billion sold worldwide .	train
aapl05_hai_s04_c00	none	[]	you need to get your cracked screen repaired	If you need to get your cracked screen repaired , however , your options become much more limited .	train
aapl05_hai_s04_c01	negative	['negative', 'negative', 'negative', 'negative', 'negative']	your options become much more limited	If you need to get your cracked screen repaired , however , your options become much more limited .	train
aapl05_hai_s05_c00	none	[]	The best option is an Apple retail store	The best option is an Apple retail store , which will provide authorized repairs , but these come with increasingly long waits .	train
aapl05_hai_s05_c01	neutral	['neutral']	an Apple retail store will provide authorized repairs	The best option is an Apple retail store , which will provide authorized repairs , but these come with increasingly long waits .	train
aapl05_hai_s06_c00	negative	['negative']	You can mail your phone to Apple	You can mail your phone to Apple , but that process can take days or even weeks .	train
aapl05_hai_s06_c01	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']	that process can take days or even weeks	You can mail your phone to Apple , but that process can take days or even weeks .	train
aapl05_hai_s07_c00	negative	['negative']	You can take your chances	You can also take your chances with a mom-and-pop shop , or the kiosk at the mall , but if the vendor damages the phone , it can void your warranty .	train
aapl05_hai_s07_c01	negative	['negative', 'negative', 'negative']	it can void your warranty	You can also take your chances with a mom-and-pop shop , or the kiosk at the mall , but if the vendor damages the phone , it can void your warranty .	train
aapl05_hai_s07_c02	none	[]	the vendor damages the phone	You can also take your chances with a mom-and-pop shop , or the kiosk at the mall , but if the vendor damages the phone , it can void your warranty .	train
aapl05_hai_s08_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive']	These options leave a lot to be desired .	These options leave a lot to be desired .	train
aapl05_hai_s09_c00	none	[]	A report by Reuters reveals	A report by Reuters reveals that iPhone owners will soon have a new option to repair their damaged phone .	train
aapl05_hai_s09_c01	positive	['positive', 'positive']	iPhone owners will soon have a new option to repair their damaged phone	A report by Reuters reveals that iPhone owners will soon have a new option to repair their damaged phone .	train
aapl05_hai_s10_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	Apple will be deploying its renowned Horizon repair machine to 400 partner repair centers in 25 countries .	Apple will be deploying its renowned Horizon repair machine to 400 partner repair centers in 25 countries .	train
aapl05_hai_s11_c00	positive	['positive', 'positive', 'positive']	The machine and had not even acknowledged its existence until now	The machine was largely the thing of rumor and legend until recently , and Apple had not even acknowledged its existence until now .	train
aapl05_hai_s11_c01	none	[]	The machine and was largely the thing of rumor and legend until recently	The machine was largely the thing of rumor and legend until recently , and Apple had not even acknowledged its existence until now .	train
aapl05_hai_s12_c00	positive	['positive']	One of the first partners to receive the machines will be big-box electronics store and longtime Apple partner Best Buy Co . , Inc .	One of the first partners to receive the machines will be big-box electronics store and longtime Apple partner Best Buy Co . , Inc . .	train
aapl05_hai_s12_c01	positive	['positive']	One of the first partners to receive the machines to receive the machines	One of the first partners to receive the machines will be big-box electronics store and longtime Apple partner Best Buy Co . , Inc . .	train
aapl05_hai_s13_c00	positive	['positive']	Best Buy has been leveraging its partnership with Apple .	Best Buy has been leveraging its partnership with Apple .	train
aapl05_hai_s14_c00	none	[]	BBY or BFF ?	BBY or BFF ?	train
aapl05_hai_s15_c00	positive	['positive']	Best Buy to gain competitive advantage	Best Buy has long leveraged its connections to Apple to gain competitive advantage , and this move will add to its resume .	train
aapl05_hai_s15_c01	positive	['positive']	Best Buy has long leveraged its 	Best Buy has long leveraged its connections to Apple to gain competitive advantage , and this move will add to its resume .	train
aapl05_hai_s16_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	Two years ago , the company redesigned the majority of its locations with its store-within-a-store concept , highlighting Apple products and featuring Apple-approved displays .	Two years ago , the company redesigned the majority of its locations with its store-within-a-store concept , highlighting Apple products and featuring Apple-approved displays .	train
aapl05_hai_s17_c00	positive	['neutral', 'positive', 'positive', 'positive', 'positive']	It was also the first non-Apple retailer to offer the Apple Watch upon its release .	It was also the first non-Apple retailer to offer the Apple Watch upon its release .	train
aapl05_hai_s18_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive']	os as an Apple Autho	Best Buy ' s position as an Apple Authorized Service Provider and a seller of Apple Care and Apple Care + gives consumers another venue for all things Apple - - and it also accepts Apple Pay .	train
aapl05_hai_s18_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	an Apple Authorized Service Provider and a seller of Apple Care and Apple Care + 	Best Buy ' s position as an Apple Authorized Service Provider and a seller of Apple Care and Apple Care + gives consumers another venue for all things Apple - - and it also accepts Apple Pay .	train
aapl05_hai_s19_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive']	Having the Horizon machine and adding screen repair to its repertoi e consumers yet another reason to visi	Having the Horizon machine and adding screen repair to its repertoire will give consumers yet another reason to visit its stores .	train
aapl05_hai_s19_c01	none	[]	 screen r ire will give consu	Having the Horizon machine and adding screen repair to its repertoire will give consumers yet another reason to visit its stores .	train
aapl05_hai_s19_c02	positive	['positive', 'positive']	Having the Horizon machine and addin pair to its repertoire will give consu	Having the Horizon machine and adding screen repair to its repertoire will give consumers yet another reason to visit its stores .	train
