lex-uncased	negative	positive	uncertainty	litigious	constraining	interesting	modal
unseasonably	0	0	1	0	0	0	0
unsellable	1	0	0	0	0	0	0
unsettled	0	0	1	0	0	0	0
unsold	1	0	0	0	0	0	0
unsound	1	0	0	0	0	0	0
unspecific	0	0	1	0	0	0	0
unspecified	0	0	1	0	0	0	0
unstabilized	1	0	0	0	0	0	0
unstable	1	0	0	0	0	0	0
unstayed	0	0	0	1	0	0	0
unsubstantiated	1	0	0	0	0	0	0
unsuccessful	1	0	0	0	0	0	0
unsuccessfully	1	0	0	0	0	0	0
unsuitability	1	0	0	0	0	0	0
unsuitable	1	0	0	0	0	0	0
unsuitably	1	0	0	0	0	0	0
unsuited	1	0	0	0	0	0	0
unsure	1	0	0	0	0	0	0
unsurpassed	0	1	0	0	0	0	1
unsuspected	1	0	0	0	0	0	0
unsuspecting	1	0	0	0	0	0	0
unsustainable	1	0	0	0	0	0	0
untenable	1	0	0	0	0	0	0
untested	0	0	1	0	0	0	0
untimely	1	0	0	0	0	0	0
unto	0	0	0	1	0	0	0
untrusted	1	0	0	0	0	0	0
untruth	1	0	0	0	0	0	0
untruthful	1	0	0	0	0	0	0
untruthfully	1	0	0	0	0	0	0
untruthfulness	1	0	0	0	0	0	0
untruths	1	0	0	0	0	0	0
unusable	1	0	0	0	0	0	0
unusual	0	0	1	0	0	0	0
unusually	0	0	1	0	0	0	0
unwanted	1	0	0	0	0	0	0
unwarranted	1	0	0	0	0	0	0
unwelcome	1	0	0	0	0	0	0
unwilling	1	0	0	0	0	0	0
unwillingness	1	0	0	0	0	0	0
unwritten	0	0	1	0	0	0	0
upset	1	0	0	0	0	0	0
upturn	0	1	0	0	0	0	0
upturns	0	1	0	0	0	0	0
urgency	1	0	0	0	0	0	0
urgent	1	0	0	0	0	0	0
usually	0	0	0	0	0	0	1
usurious	1	0	0	1	0	0	0
usurp	1	0	0	1	0	0	0
usurpation	0	0	0	1	0	0	0
usurped	1	0	0	1	0	0	0
usurping	1	0	0	1	0	0	0
usurps	1	0	0	1	0	0	0
usury	1	0	0	1	0	0	0
vacant	0	0	0	0	0	1	0
vagaries	0	0	1	0	0	0	0
vague	0	0	1	0	0	0	0
vaguely	0	0	1	0	0	0	0
vagueness	0	0	1	0	0	0	0
vaguenesses	0	0	1	0	0	0	0
vaguer	0	0	1	0	0	0	0
vaguest	0	0	1	0	0	0	0
valuable	0	1	0	0	0	0	0
vandalism	1	0	0	0	0	0	0
variability	0	0	1	0	0	0	0
variable	0	0	1	0	0	0	0
variables	0	0	1	0	0	0	0
variably	0	0	1	0	0	0	0
variance	0	0	1	0	0	0	0
variances	0	0	1	0	0	0	0
variant	0	0	1	0	0	0	0
variants	0	0	1	0	0	0	0
variation	0	0	1	0	0	0	0
variations	0	0	1	0	0	0	0
varied	0	0	1	0	0	0	0
varies	0	0	1	0	0	0	0
vary	0	0	1	0	0	0	0
varying	0	0	1	0	0	0	0
vendee	0	0	0	1	0	0	0
vendees	0	0	0	1	0	0	0
verdict	1	0	0	1	0	0	0
verdicts	1	0	0	1	0	0	0
versatile	0	1	0	0	0	0	0
versatility	0	1	0	0	0	0	0
vetoed	1	0	0	0	0	0	0
viatical	0	0	0	1	0	0	0
vibrancy	0	1	0	0	0	0	0
vibrant	0	1	0	0	0	0	0
victims	1	0	0	0	0	0	0
violate	1	0	0	0	0	0	0
violated	1	0	0	0	0	0	0
violates	1	0	0	0	0	0	0
violating	1	0	0	0	0	0	0
violation	1	0	0	0	0	0	0
violations	1	0	0	0	0	0	0
violative	1	0	0	1	0	0	0
violator	1	0	0	0	0	0	0
violators	1	0	0	0	0	0	0
violence	1	0	0	0	0	0	0
violent	1	0	0	0	0	0	0
violently	1	0	0	0	0	0	0
vitiate	1	0	0	0	0	0	0
vitiated	1	0	0	0	0	0	0
vitiates	1	0	0	0	0	0	0
vitiating	1	0	0	0	0	0	0
vitiation	1	0	0	0	0	0	0
voidable	0	0	0	1	0	0	0
voided	1	0	0	1	0	0	0
voiding	1	0	0	1	0	0	0
volatile	1	0	1	0	0	0	0
volatilities	0	0	1	0	0	0	0
volatility	1	0	1	0	0	0	0
vulnerabilities	1	0	0	0	0	0	0
vulnerability	1	0	0	0	0	0	0
vulnerable	1	0	0	0	0	0	0
vulnerably	1	0	0	0	0	0	0
warn	1	0	0	0	0	0	0
warned	1	0	0	0	0	0	0
warning	1	0	0	0	0	0	0
warnings	1	0	0	0	0	0	0
warns	1	0	0	0	0	0	0
warrantees	0	0	0	1	0	0	0
warrantor	0	0	0	1	0	0	0
wasted	1	0	0	0	0	0	0
wasteful	1	0	0	0	0	0	0
wasting	1	0	0	0	0	0	0
weak	1	0	0	0	0	0	0
weaken	1	0	0	0	0	0	0
weakened	1	0	0	0	0	0	0
weakening	1	0	0	0	0	0	0
weakens	1	0	0	0	0	0	0
weaker	1	0	0	0	0	0	0
weakest	1	0	0	0	0	0	0
weakly	1	0	0	0	0	0	0
weakness	1	0	0	0	0	0	0
weaknesses	1	0	0	0	0	0	0
whatever	0	0	0	1	0	0	0
whatsoever	0	0	0	1	0	0	0
whensoever	0	0	0	1	0	0	0
whereabouts	0	0	0	1	0	0	0
whereas	0	0	0	1	0	0	0
whereat	0	0	0	1	0	0	0
whereby	0	0	0	1	0	0	0
wherefore	0	0	0	1	0	0	0
wherein	0	0	0	1	0	0	0
whereof	0	0	0	1	0	0	0
whereon	0	0	0	1	0	0	0
whereto	0	0	0	1	0	0	0
whereunder	0	0	0	1	0	0	0
whereupon	0	0	0	1	0	0	0
wherewith	0	0	0	1	0	0	0
whistleblowers	0	0	0	1	0	0	0
whomever	0	0	0	1	0	0	0
whomsoever	0	0	0	1	0	0	0
whosoever	0	0	0	1	0	0	0
wilful	0	0	0	1	0	0	0
will	0	0	0	0	0	0	1
willful	0	0	0	1	0	0	0
willfully	1	0	0	1	0	0	0
willfulness	0	0	0	1	0	0	0
win	0	1	0	0	0	0	0
winner	0	1	0	0	0	0	0
winners	0	1	0	0	0	0	0
winning	0	1	0	0	0	0	0
witness	0	0	0	1	0	0	0
witnesses	0	0	0	1	0	0	0
worries	1	0	0	0	0	0	0
worry	1	0	0	0	0	0	0
worrying	1	0	0	0	0	0	0
worse	1	0	0	0	0	0	0
worsen	1	0	0	0	0	0	0
worsened	1	0	0	0	0	0	0
worsening	1	0	0	0	0	0	0
worsens	1	0	0	0	0	0	0
worst	1	0	0	0	0	0	0
worthless	1	0	0	0	0	0	0
worthy	0	1	0	0	0	0	0
would	0	0	0	0	0	0	1
writ	0	0	0	1	0	0	0
writedown	1	0	0	0	0	0	0
writedowns	1	0	0	0	0	0	0
writeoff	1	0	0	0	0	0	0
writeoffs	1	0	0	0	0	0	0
writs	0	0	0	1	0	0	0
wrong	1	0	0	0	0	0	0
wrongdoing	1	0	0	0	0	0	0
wrongdoings	1	0	0	0	0	0	0
wrongful	1	0	0	0	0	0	0
wrongfully	1	0	0	0	0	0	0
wrongly	1	0	0	0	0	0	0
